user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
9047,app,informative,iOS,3,Wed,0.38,56,9,new,0
9048,web,informative,iOS,7,Fri,0.65,91,15,new,0
9049,web,reminder,iOS,2,Wed,0.2,39,20,active,0
9050,web,informative,Android,20,Sat,0.09,15,26,active,0
9051,web,reminder,Android,4,Mon,0.04,89,22,new,0
9052,web,informative,Android,22,Thu,0.42,18,20,inactive,0
9053,app,reminder,Android,23,Fri,0.16,52,26,inactive,0
9054,app,promo,iOS,6,Sat,0.99,61,4,active,1
9055,web,promo,Android,17,Sat,0.8,94,20,new,0
9056,web,informative,Android,23,Tue,0.69,37,2,inactive,1
9057,web,reminder,iOS,7,Fri,0.8,80,21,new,0
9058,app,promo,Android,10,Sat,0.26,53,26,new,0
9059,web,promo,Android,13,Mon,0.88,12,3,inactive,1
9060,web,promo,Android,17,Thu,1.0,81,9,inactive,1
9061,app,promo,iOS,12,Mon,0.29,25,1,inactive,0
9062,app,informative,Android,5,Sun,0.98,79,19,active,1
9063,app,reminder,iOS,12,Sat,0.32,25,21,active,0
9064,app,promo,Android,0,Tue,0.01,21,28,new,0
9065,web,informative,iOS,10,Wed,0.37,83,5,inactive,0
9066,app,promo,iOS,6,Thu,1.0,88,13,inactive,1
9067,app,promo,iOS,9,Thu,0.64,7,26,new,0
9068,web,promo,Android,1,Mon,0.7,76,24,inactive,0
9069,web,promo,Android,15,Mon,0.24,49,23,inactive,0
9070,web,informative,iOS,4,Mon,0.15,39,4,inactive,0
9071,app,reminder,iOS,15,Sat,0.89,75,25,active,1
9072,web,informative,Android,22,Thu,0.41,97,18,new,0
9073,app,informative,iOS,15,Mon,0.0,49,19,inactive,0
9074,app,informative,Android,14,Sun,0.29,89,29,active,0
9075,app,promo,Android,8,Fri,0.2,34,20,active,0
9076,web,reminder,iOS,0,Sat,0.6,75,14,new,0
9077,app,promo,iOS,8,Sat,0.76,16,16,inactive,0
9078,web,informative,Android,10,Fri,0.5,96,28,active,0
9079,web,promo,Android,4,Fri,0.19,15,11,active,0
9080,web,reminder,Android,5,Sat,0.06,40,24,new,0
9081,app,reminder,iOS,7,Thu,0.31,79,12,active,0
9082,app,promo,Android,14,Mon,0.81,7,19,inactive,0
9083,app,informative,iOS,15,Sun,0.42,40,23,active,0
9084,web,promo,iOS,17,Tue,0.25,66,20,active,0
9085,app,informative,Android,11,Mon,0.02,70,15,inactive,0
9086,app,reminder,iOS,22,Thu,0.5,92,14,active,0
9087,app,promo,iOS,3,Fri,0.68,22,10,new,0
9088,app,reminder,iOS,21,Thu,0.19,59,4,active,0
9089,app,informative,iOS,15,Mon,0.54,5,29,new,0
9090,web,informative,Android,22,Sun,0.42,18,27,new,0
9091,web,promo,Android,10,Thu,0.7,11,17,inactive,0
9092,web,promo,iOS,21,Tue,0.86,8,23,new,1
9093,web,promo,iOS,23,Thu,0.31,20,27,active,0
9094,app,reminder,iOS,21,Wed,0.9,75,12,inactive,1
9095,web,informative,iOS,6,Thu,0.71,59,10,new,0
9096,app,informative,iOS,23,Mon,0.04,91,9,new,0
9097,web,reminder,Android,14,Wed,0.79,93,14,new,0
9098,web,promo,Android,16,Fri,0.49,25,6,active,1
9099,web,promo,Android,14,Mon,0.95,58,29,active,1
9100,app,reminder,Android,9,Sat,0.32,19,11,new,0
9101,app,informative,iOS,3,Tue,0.59,2,17,inactive,0
9102,web,informative,iOS,21,Thu,0.96,58,26,active,1
9103,app,informative,Android,16,Thu,0.27,66,5,inactive,0
9104,web,informative,Android,3,Mon,0.47,7,8,active,1
9105,web,reminder,Android,21,Thu,0.75,51,15,inactive,0
9106,web,informative,iOS,22,Thu,0.69,95,7,inactive,1
9107,app,reminder,iOS,21,Fri,0.84,33,25,new,1
9108,web,promo,iOS,10,Thu,0.52,75,11,new,0
9109,web,reminder,Android,3,Thu,0.32,13,18,new,0
9110,web,informative,Android,11,Fri,0.54,10,22,new,0
9111,app,promo,iOS,22,Sat,0.35,59,15,inactive,0
9112,web,reminder,iOS,9,Thu,0.18,38,3,new,0
9113,app,reminder,iOS,13,Sat,0.55,20,26,active,0
9114,web,reminder,Android,17,Fri,0.05,85,19,new,0
9115,app,promo,iOS,5,Tue,0.04,14,15,new,0
9116,web,reminder,iOS,4,Thu,0.06,88,6,active,0
9117,web,informative,Android,1,Mon,0.67,40,26,new,0
9118,app,promo,iOS,12,Wed,0.41,7,12,new,0
9119,app,promo,iOS,22,Tue,0.49,69,22,new,0
9120,web,reminder,iOS,13,Thu,0.34,6,11,active,0
9121,app,informative,iOS,2,Mon,0.25,40,26,active,0
9122,web,promo,Android,22,Wed,0.36,53,0,new,0
9123,web,reminder,iOS,10,Fri,0.19,99,10,active,0
9124,web,informative,Android,21,Thu,0.68,9,16,inactive,0
9125,app,reminder,iOS,22,Sun,0.1,65,5,active,0
9126,web,reminder,Android,3,Sat,0.52,20,1,new,0
9127,app,promo,iOS,12,Sat,0.48,6,2,active,1
9128,web,promo,iOS,7,Fri,0.3,96,1,new,0
9129,app,reminder,Android,7,Tue,0.1,77,17,inactive,0
9130,app,promo,iOS,22,Sat,0.7,39,23,inactive,0
9131,web,promo,iOS,12,Wed,0.57,21,23,new,0
9132,app,informative,Android,22,Sat,0.81,37,12,active,1
9133,web,informative,iOS,9,Sun,0.24,12,21,inactive,0
9134,web,reminder,iOS,12,Sun,0.79,70,18,new,0
9135,web,reminder,iOS,12,Wed,0.29,15,20,new,0
9136,web,reminder,iOS,23,Sat,0.11,21,29,inactive,0
9137,web,reminder,iOS,16,Fri,0.13,85,6,new,0
9138,app,informative,Android,5,Fri,0.22,92,20,inactive,0
9139,web,promo,Android,1,Sat,0.68,81,15,inactive,0
9140,app,informative,iOS,16,Sun,0.24,46,22,active,0
9141,app,reminder,iOS,11,Tue,0.6,71,15,new,0
9142,web,reminder,Android,22,Mon,0.26,87,9,inactive,0
9143,app,informative,Android,5,Sun,0.37,86,6,inactive,0
9144,web,informative,Android,4,Sat,0.89,10,19,active,1
9145,app,reminder,Android,4,Sun,0.5,82,15,inactive,0
9146,app,promo,Android,8,Sun,0.6,66,9,active,1
9147,app,reminder,Android,21,Thu,0.19,76,29,inactive,0
9148,web,informative,iOS,2,Mon,0.13,39,13,new,0
9149,app,reminder,iOS,22,Sun,0.41,22,25,new,0
9150,web,reminder,iOS,19,Sat,0.86,86,21,new,0
9151,app,promo,iOS,4,Sun,0.24,42,8,active,0
9152,app,reminder,iOS,6,Wed,0.62,86,3,new,1
9153,app,reminder,Android,11,Thu,0.87,6,25,active,1
9154,app,reminder,Android,6,Tue,0.93,52,11,active,1
9155,web,informative,Android,9,Mon,0.99,37,16,active,1
9156,web,informative,Android,7,Mon,0.76,84,7,inactive,1
9157,app,promo,Android,16,Thu,0.08,6,3,active,0
9158,app,reminder,Android,4,Tue,0.87,73,7,inactive,1
9159,web,informative,iOS,14,Sun,0.89,29,26,active,1
9160,web,promo,iOS,8,Sat,0.56,69,8,active,1
9161,web,reminder,Android,22,Tue,0.07,51,11,inactive,0
9162,web,promo,iOS,10,Sat,0.48,77,28,inactive,0
9163,app,promo,Android,12,Mon,0.21,27,27,new,0
9164,app,promo,iOS,17,Sun,0.44,87,15,new,0
9165,web,promo,Android,16,Sat,0.72,37,7,inactive,1
9166,web,promo,Android,23,Mon,0.67,46,14,new,0
9167,web,promo,iOS,8,Fri,0.78,98,16,inactive,0
9168,web,promo,Android,9,Thu,0.48,25,12,inactive,0
9169,web,reminder,iOS,4,Sun,0.51,37,13,new,0
9170,web,reminder,iOS,10,Tue,0.94,23,27,inactive,1
9171,app,promo,Android,21,Wed,0.63,92,14,inactive,0
9172,app,reminder,Android,14,Thu,0.75,26,27,new,0
9173,app,promo,Android,1,Sat,0.66,76,8,active,1
9174,web,reminder,iOS,20,Fri,0.64,52,20,active,0
9175,web,informative,iOS,19,Thu,0.91,3,23,inactive,1
9176,web,promo,Android,23,Mon,0.36,73,28,new,0
9177,app,informative,Android,23,Thu,0.43,79,11,new,0
9178,web,promo,Android,13,Sun,0.38,72,21,active,0
9179,web,promo,Android,4,Sat,0.77,28,22,inactive,1
9180,app,informative,Android,23,Thu,0.87,90,18,active,1
9181,web,informative,Android,5,Sun,0.36,80,24,active,0
9182,app,informative,Android,21,Thu,0.14,34,8,inactive,0
9183,app,promo,iOS,14,Sat,0.49,84,25,inactive,0
9184,web,informative,iOS,3,Wed,0.98,65,12,inactive,1
9185,app,informative,Android,9,Fri,0.2,88,28,inactive,0
9186,web,reminder,Android,18,Thu,0.45,29,17,inactive,0
9187,app,reminder,iOS,8,Thu,0.27,4,3,inactive,0
9188,web,informative,Android,20,Wed,0.92,68,19,inactive,1
9189,app,informative,iOS,9,Tue,0.55,62,0,new,1
9190,web,informative,iOS,3,Thu,0.58,38,19,new,0
9191,app,informative,Android,21,Sun,0.01,67,2,active,0
9192,app,reminder,iOS,3,Sat,0.65,2,26,active,0
9193,app,promo,iOS,5,Sun,0.31,93,10,new,0
9194,web,informative,Android,7,Sat,0.51,92,1,new,0
9195,web,informative,Android,15,Thu,0.53,76,5,inactive,0
9196,app,reminder,iOS,7,Tue,0.59,44,2,active,1
9197,web,informative,Android,15,Sat,0.82,79,9,new,1
9198,app,informative,iOS,5,Sun,0.3,95,24,inactive,0
9199,web,reminder,iOS,16,Sun,0.26,32,8,new,0
9200,app,informative,iOS,0,Thu,0.8,86,13,active,1
9201,web,informative,iOS,18,Thu,0.72,3,15,new,0
9202,app,reminder,iOS,17,Thu,0.23,17,26,new,0
9203,app,promo,iOS,16,Fri,0.0,93,23,active,0
9204,app,informative,Android,16,Sat,0.67,12,23,new,0
9205,app,informative,Android,11,Mon,0.16,64,17,active,0
9206,web,promo,Android,11,Fri,0.96,63,26,inactive,1
9207,app,reminder,Android,5,Tue,0.6,78,21,inactive,0
9208,web,promo,iOS,6,Fri,0.85,72,29,new,1
9209,web,informative,iOS,7,Sun,0.81,41,3,inactive,1
9210,app,promo,iOS,2,Fri,0.56,2,25,active,0
9211,web,reminder,iOS,16,Wed,0.44,53,17,active,0
9212,web,informative,iOS,20,Tue,0.5,34,1,new,0
9213,web,reminder,Android,7,Tue,0.8,88,9,inactive,1
9214,app,reminder,Android,10,Tue,0.64,84,11,active,1
9215,web,promo,Android,19,Fri,0.21,74,6,active,0
9216,web,promo,iOS,17,Tue,0.61,40,26,new,0
9217,app,reminder,iOS,15,Sat,0.4,71,15,inactive,0
9218,app,reminder,Android,12,Wed,0.06,65,16,active,0
9219,web,informative,iOS,8,Thu,0.38,55,13,new,0
9220,app,reminder,iOS,18,Fri,0.23,74,23,new,0
9221,web,reminder,Android,6,Thu,0.84,51,28,active,1
9222,web,promo,iOS,16,Thu,0.1,5,20,active,0
9223,web,reminder,Android,7,Fri,0.36,56,25,new,0
9224,app,reminder,Android,7,Sat,0.7,21,23,inactive,0
9225,web,promo,Android,2,Fri,0.9,58,17,new,1
9226,app,informative,Android,15,Tue,0.34,73,0,inactive,0
9227,app,promo,iOS,11,Wed,0.61,93,28,active,0
9228,web,promo,iOS,14,Fri,0.37,31,1,active,1
9229,app,reminder,iOS,20,Thu,0.2,46,13,active,0
9230,app,reminder,Android,3,Fri,0.33,27,5,new,0
9231,app,informative,iOS,22,Wed,0.64,70,14,inactive,0
9232,app,reminder,Android,6,Mon,0.72,31,3,new,1
9233,app,informative,iOS,10,Sat,0.37,41,28,new,0
9234,web,informative,iOS,23,Thu,0.15,45,23,new,0
9235,app,informative,Android,4,Mon,0.14,36,27,inactive,0
9236,web,informative,iOS,12,Mon,0.81,2,24,inactive,1
9237,web,reminder,Android,10,Sun,0.65,62,8,active,1
9238,web,promo,Android,4,Wed,0.73,21,14,new,0
9239,web,promo,iOS,7,Sat,0.49,34,4,inactive,1
9240,web,reminder,iOS,20,Fri,0.46,86,5,new,0
9241,web,reminder,iOS,16,Mon,0.21,13,10,active,0
9242,app,informative,iOS,10,Sun,0.17,19,12,active,0
9243,app,reminder,Android,18,Tue,0.15,33,11,new,0
9244,app,promo,Android,17,Fri,0.99,49,26,active,1
9245,web,reminder,iOS,9,Sat,0.82,3,6,inactive,1
9246,app,reminder,iOS,4,Thu,0.63,38,27,inactive,0
9247,app,informative,iOS,23,Fri,0.21,83,19,inactive,0
9248,app,informative,Android,0,Wed,0.34,71,11,inactive,0
9249,web,informative,iOS,16,Sun,0.35,15,9,active,0
9250,app,informative,Android,16,Wed,0.48,38,2,inactive,0
9251,web,promo,iOS,0,Thu,0.42,25,1,active,1
9252,app,reminder,iOS,0,Thu,0.93,61,25,active,1
9253,web,reminder,Android,22,Thu,0.72,86,19,new,0
9254,web,informative,Android,21,Sun,0.08,87,24,active,0
9255,web,promo,iOS,8,Sun,0.36,50,29,new,0
9256,app,promo,Android,3,Wed,0.13,10,20,active,0
9257,app,reminder,Android,8,Sat,0.28,50,0,inactive,0
9258,web,informative,iOS,13,Sun,0.96,42,27,new,1
9259,app,reminder,Android,14,Sat,0.71,71,20,active,1
9260,web,reminder,Android,15,Sun,0.01,52,5,active,0
9261,web,promo,iOS,15,Fri,0.33,46,12,new,0
9262,app,promo,iOS,12,Mon,0.44,89,29,new,0
9263,app,reminder,Android,13,Mon,0.6,40,27,inactive,0
9264,app,informative,iOS,21,Tue,0.5,58,9,inactive,0
9265,web,informative,Android,20,Wed,0.07,24,12,active,0
9266,web,reminder,Android,8,Thu,0.52,69,21,active,0
9267,app,reminder,Android,22,Sat,0.13,85,28,active,0
9268,web,informative,iOS,8,Sun,0.52,40,4,active,1
9269,app,informative,Android,20,Fri,0.25,20,7,new,0
9270,web,informative,Android,3,Sat,0.14,29,20,new,0
9271,app,reminder,Android,9,Wed,0.29,37,10,active,0
9272,app,promo,iOS,2,Tue,0.1,20,25,active,0
9273,web,informative,iOS,20,Sat,0.28,18,18,inactive,0
9274,app,informative,iOS,8,Mon,0.87,4,18,active,1
9275,app,informative,Android,18,Fri,0.31,11,29,inactive,0
9276,web,reminder,Android,15,Mon,0.47,64,3,inactive,1
9277,app,promo,iOS,15,Fri,0.52,86,9,active,1
9278,web,promo,Android,16,Thu,0.18,52,23,new,0
9279,app,informative,Android,17,Fri,0.44,43,8,inactive,0
9280,web,reminder,Android,9,Sun,0.85,14,6,inactive,1
9281,app,promo,Android,20,Thu,0.08,45,17,active,0
9282,app,reminder,iOS,18,Wed,0.92,28,8,new,1
9283,app,promo,iOS,21,Mon,0.87,4,5,inactive,1
9284,app,informative,iOS,14,Fri,0.86,16,5,active,1
9285,web,reminder,Android,14,Fri,0.2,38,12,new,0
9286,web,informative,Android,10,Tue,0.48,63,21,new,0
9287,web,promo,iOS,7,Mon,0.62,23,16,new,0
9288,web,promo,iOS,21,Wed,0.1,77,14,inactive,0
9289,web,informative,iOS,15,Thu,0.56,20,8,new,1
9290,web,promo,Android,9,Wed,0.84,69,5,inactive,1
9291,web,informative,iOS,8,Tue,0.94,83,22,active,1
9292,app,informative,Android,14,Wed,0.28,21,16,new,0
9293,app,informative,iOS,21,Thu,0.29,42,28,inactive,0
9294,app,promo,Android,4,Mon,0.27,69,4,new,0
9295,app,reminder,Android,19,Sat,0.15,14,2,inactive,0
9296,web,informative,iOS,1,Tue,0.43,70,24,active,0
9297,web,reminder,Android,21,Sun,0.78,5,15,inactive,0
9298,web,promo,Android,15,Fri,0.71,24,1,active,1
9299,app,promo,iOS,17,Fri,0.9,93,19,new,1
9300,web,reminder,iOS,15,Mon,0.36,29,2,inactive,0
9301,app,informative,iOS,4,Sat,0.57,2,8,active,1
9302,web,promo,Android,0,Wed,0.77,6,18,new,0
9303,web,informative,Android,18,Sun,0.9,34,13,active,1
9304,web,informative,iOS,9,Sun,0.87,76,13,new,1
9305,web,reminder,iOS,20,Fri,0.47,22,29,active,0
9306,app,promo,Android,12,Tue,0.91,4,16,inactive,1
9307,app,reminder,iOS,22,Sat,0.44,6,7,active,1
9308,web,promo,iOS,23,Thu,0.9,67,16,new,1
9309,app,reminder,Android,22,Sun,0.78,77,26,active,1
9310,web,promo,Android,22,Wed,0.22,63,16,active,0
9311,web,promo,iOS,10,Sat,0.93,87,6,inactive,1
9312,web,promo,Android,14,Sun,0.24,99,8,new,0
9313,web,informative,Android,1,Thu,0.91,90,3,new,1
9314,app,informative,iOS,5,Sat,0.62,73,9,active,1
9315,web,reminder,iOS,20,Sat,0.67,87,28,new,0
9316,web,reminder,iOS,10,Wed,0.11,68,3,new,0
9317,app,promo,Android,14,Tue,0.07,34,20,new,0
9318,web,promo,iOS,8,Thu,0.97,72,4,inactive,1
9319,app,informative,Android,11,Tue,0.34,34,1,inactive,0
9320,web,informative,iOS,3,Thu,0.84,57,14,inactive,0
9321,web,informative,Android,22,Sun,0.7,37,27,new,0
9322,web,reminder,Android,23,Sun,0.6,6,24,inactive,0
9323,web,informative,iOS,13,Wed,0.69,71,25,new,0
9324,web,reminder,Android,21,Tue,0.09,45,24,inactive,0
9325,web,informative,iOS,2,Sun,0.41,41,8,active,1
9326,app,informative,iOS,20,Wed,0.61,5,29,new,0
9327,web,promo,Android,16,Sat,0.87,60,8,active,1
9328,app,reminder,Android,12,Sat,0.71,67,0,active,1
9329,app,informative,Android,7,Wed,0.25,17,23,active,0
9330,web,promo,iOS,11,Thu,0.98,83,23,inactive,1
9331,app,reminder,iOS,11,Sun,0.64,65,11,inactive,0
9332,web,reminder,iOS,11,Sat,0.5,55,28,active,0
9333,app,informative,iOS,1,Thu,0.78,9,12,active,1
9334,web,reminder,iOS,9,Tue,0.6,4,19,active,0
9335,app,promo,iOS,22,Fri,0.71,42,12,inactive,0
9336,app,promo,Android,8,Sat,0.62,46,13,active,0
9337,web,reminder,iOS,0,Sat,0.18,74,9,active,0
9338,app,promo,iOS,3,Mon,0.54,96,16,new,0
9339,web,reminder,iOS,22,Thu,0.28,1,16,active,0
9340,web,promo,iOS,13,Wed,0.57,87,13,new,0
9341,web,reminder,Android,15,Mon,0.13,17,16,new,0
9342,web,reminder,Android,17,Tue,0.23,94,18,new,0
9343,web,reminder,Android,1,Mon,0.81,91,25,inactive,0
9344,app,promo,iOS,5,Mon,0.41,79,2,active,1
9345,app,reminder,iOS,2,Fri,0.67,7,3,active,1
9346,app,reminder,iOS,19,Fri,0.5,97,10,new,0
9347,web,informative,Android,18,Mon,0.34,5,15,new,0
9348,app,informative,iOS,12,Fri,0.5,52,28,new,0
9349,app,reminder,iOS,16,Sun,0.81,98,12,new,1
9350,app,informative,Android,13,Fri,0.28,53,17,active,0
9351,app,reminder,Android,21,Mon,0.42,3,10,active,0
9352,app,informative,iOS,10,Thu,0.2,62,10,new,0
9353,web,promo,Android,15,Fri,0.35,32,8,new,0
9354,web,promo,iOS,10,Mon,0.89,2,25,new,1
9355,app,reminder,iOS,17,Thu,0.79,80,24,new,0
9356,web,reminder,Android,1,Sat,0.37,81,25,inactive,0
9357,web,promo,iOS,22,Fri,0.13,53,22,active,0
9358,app,promo,Android,20,Mon,0.42,12,1,active,1
9359,app,informative,Android,7,Fri,0.77,5,2,inactive,1
9360,web,reminder,iOS,13,Thu,0.04,4,13,new,0
9361,app,promo,Android,1,Sun,0.75,56,15,new,0
9362,web,promo,iOS,12,Mon,0.68,80,7,active,1
9363,web,reminder,iOS,9,Thu,0.06,82,24,inactive,0
9364,app,informative,Android,7,Sat,0.64,64,15,new,0
9365,web,informative,Android,6,Wed,0.3,45,3,active,1
9366,web,informative,Android,12,Tue,0.18,60,8,active,0
9367,web,informative,iOS,23,Sun,0.38,20,3,active,1
9368,app,promo,iOS,18,Wed,0.21,53,12,inactive,0
9369,app,reminder,iOS,23,Fri,0.82,73,1,inactive,1
9370,app,reminder,iOS,14,Thu,0.74,16,22,inactive,0
9371,app,promo,iOS,21,Mon,0.98,99,24,inactive,1
9372,web,promo,iOS,1,Sun,0.53,93,17,inactive,0
9373,app,promo,iOS,21,Thu,0.09,30,23,inactive,0
9374,app,reminder,Android,4,Fri,0.37,20,21,active,0
9375,app,reminder,iOS,18,Mon,0.84,86,24,active,1
9376,app,reminder,iOS,0,Sun,0.4,87,4,new,0
9377,web,informative,Android,6,Wed,0.46,52,16,new,0
9378,web,promo,iOS,17,Thu,0.41,36,20,new,0
9379,web,promo,iOS,0,Tue,0.24,22,9,inactive,0
9380,app,promo,Android,0,Sun,0.07,1,22,inactive,0
9381,app,reminder,iOS,6,Sat,0.18,21,26,new,0
9382,web,promo,Android,16,Sat,0.36,48,29,new,0
9383,app,promo,iOS,5,Fri,0.25,83,22,inactive,0
9384,app,informative,iOS,19,Fri,0.57,72,3,inactive,1
9385,web,reminder,Android,11,Thu,0.61,5,25,active,0
9386,web,promo,Android,19,Wed,0.57,40,5,new,1
9387,app,reminder,iOS,14,Wed,0.08,93,21,inactive,0
9388,app,reminder,iOS,12,Tue,0.67,82,26,active,0
9389,app,reminder,Android,11,Tue,0.38,93,25,active,0
9390,web,informative,iOS,20,Thu,0.88,79,9,inactive,1
9391,web,reminder,Android,1,Mon,0.53,45,16,inactive,0
9392,web,reminder,Android,20,Wed,0.08,31,4,active,0
9393,web,reminder,Android,17,Sun,0.01,15,6,active,0
9394,app,promo,iOS,3,Sun,0.7,58,4,inactive,1
9395,web,informative,iOS,9,Sun,0.4,53,7,new,0
9396,web,promo,iOS,10,Mon,0.29,45,0,new,0
9397,app,informative,Android,20,Mon,0.45,67,24,new,0
9398,app,informative,iOS,5,Thu,0.07,42,1,new,0
9399,app,reminder,Android,5,Tue,0.39,97,15,new,0
9400,web,reminder,Android,8,Mon,0.31,24,7,new,0
9401,app,promo,iOS,19,Thu,0.8,38,20,new,0
9402,app,informative,iOS,12,Tue,0.17,51,25,inactive,0
9403,web,reminder,Android,4,Mon,0.76,24,14,active,1
9404,web,reminder,iOS,5,Mon,0.5,77,22,active,0
9405,app,reminder,Android,3,Sun,0.08,91,10,active,0
9406,web,reminder,iOS,5,Tue,0.97,33,15,active,1
9407,app,promo,Android,17,Sat,0.73,19,26,new,0
9408,app,promo,iOS,12,Tue,0.26,25,6,inactive,0
9409,web,reminder,Android,22,Fri,0.58,70,16,active,0
9410,app,reminder,iOS,2,Sun,0.9,97,23,new,1
9411,web,reminder,Android,9,Fri,0.93,89,28,new,1
9412,web,reminder,Android,3,Thu,0.73,87,2,new,1
9413,web,reminder,Android,14,Thu,0.73,49,28,inactive,0
9414,app,informative,Android,11,Wed,0.28,17,14,inactive,0
9415,web,informative,Android,14,Fri,0.99,21,28,inactive,1
9416,web,informative,Android,20,Tue,0.24,43,3,active,0
9417,app,informative,iOS,9,Fri,0.09,84,2,active,0
9418,app,reminder,Android,11,Sat,0.98,76,10,inactive,1
9419,app,informative,Android,21,Sun,0.15,77,1,inactive,0
9420,app,informative,iOS,7,Thu,0.52,82,6,inactive,1
9421,web,promo,iOS,20,Sat,0.47,22,25,inactive,0
9422,web,informative,Android,20,Thu,0.85,63,14,new,0
9423,web,informative,iOS,2,Sat,0.4,24,13,active,0
9424,app,reminder,iOS,6,Thu,0.5,33,20,new,0
9425,app,informative,Android,17,Tue,0.04,67,6,active,0
9426,web,informative,Android,2,Sat,0.21,81,16,new,0
9427,app,reminder,iOS,14,Sun,0.83,96,9,new,1
9428,app,informative,iOS,1,Mon,0.48,17,17,new,0
9429,web,reminder,iOS,14,Thu,0.23,48,13,inactive,0
9430,web,informative,iOS,12,Fri,0.37,44,5,new,0
9431,app,promo,iOS,23,Mon,0.29,25,28,new,0
9432,app,promo,iOS,19,Fri,0.56,72,21,inactive,0
9433,app,informative,Android,9,Thu,0.05,99,18,inactive,0
9434,web,promo,iOS,23,Tue,0.22,60,9,active,0
9435,web,reminder,Android,23,Sun,0.35,29,16,new,0
9436,web,informative,Android,23,Sun,0.93,12,28,active,1
9437,web,reminder,iOS,23,Mon,0.62,9,18,active,0
9438,web,promo,Android,7,Mon,0.5,90,19,new,0
9439,app,reminder,iOS,15,Thu,0.19,86,16,active,0
9440,app,promo,Android,15,Sun,0.56,53,13,inactive,0
9441,app,promo,iOS,1,Sun,0.93,61,6,inactive,1
9442,web,promo,Android,8,Sat,0.57,31,18,new,0
9443,web,reminder,iOS,7,Thu,0.16,48,23,active,0
9444,web,promo,Android,10,Thu,1.0,94,28,new,1
9445,app,informative,iOS,0,Sun,0.5,79,6,inactive,1
9446,web,promo,Android,20,Wed,0.32,47,11,new,0
9447,web,informative,Android,10,Tue,0.5,33,29,inactive,0
9448,app,informative,Android,17,Sat,0.26,67,5,inactive,0
9449,web,informative,iOS,20,Tue,0.03,98,7,inactive,0
9450,app,informative,iOS,14,Sun,0.89,64,8,active,1
9451,web,reminder,iOS,23,Thu,0.43,17,17,active,0
9452,web,informative,iOS,8,Wed,0.75,44,9,active,1
9453,app,promo,iOS,8,Sun,0.97,5,24,active,1
9454,app,informative,Android,0,Thu,0.63,94,25,inactive,0
9455,app,promo,iOS,6,Thu,0.69,62,20,inactive,0
9456,app,reminder,iOS,11,Tue,0.94,63,15,inactive,1
9457,app,informative,Android,23,Sun,0.52,79,16,active,0
9458,app,promo,iOS,9,Wed,0.32,39,0,new,0
9459,web,reminder,iOS,18,Tue,0.92,72,6,new,1
9460,web,reminder,iOS,15,Thu,0.07,42,21,active,0
9461,app,promo,iOS,5,Fri,0.21,92,25,active,0
9462,web,informative,iOS,10,Mon,0.34,21,29,active,0
9463,app,reminder,iOS,18,Sun,0.78,47,8,active,1
9464,web,promo,Android,18,Sat,0.9,74,11,inactive,1
9465,app,informative,iOS,17,Thu,0.45,28,0,active,1
9466,web,reminder,iOS,14,Sat,0.29,21,25,inactive,0
9467,web,promo,iOS,15,Wed,0.35,28,9,active,0
9468,web,reminder,Android,13,Sun,0.66,86,9,inactive,1
9469,web,reminder,Android,7,Fri,0.16,19,9,inactive,0
9470,web,promo,Android,7,Sat,0.55,63,6,inactive,1
9471,app,reminder,Android,1,Sun,0.59,52,28,active,0
9472,app,promo,iOS,5,Sat,0.71,38,23,inactive,0
9473,app,informative,Android,12,Wed,0.6,46,14,active,0
9474,web,promo,iOS,12,Thu,0.1,24,9,inactive,0
9475,app,informative,iOS,20,Thu,0.69,92,15,inactive,0
9476,web,reminder,iOS,11,Mon,0.02,45,15,active,0
9477,web,promo,Android,1,Wed,0.39,77,19,new,0
9478,web,promo,iOS,20,Fri,0.42,9,0,active,1
9479,app,promo,Android,19,Mon,0.12,9,26,new,0
9480,web,promo,iOS,11,Sun,0.01,21,10,active,0
9481,app,informative,Android,16,Wed,0.07,24,28,inactive,0
9482,app,informative,Android,5,Thu,0.45,95,18,active,0
9483,web,reminder,iOS,6,Mon,0.24,64,17,new,0
9484,web,reminder,iOS,5,Thu,0.07,93,2,inactive,0
9485,app,reminder,iOS,20,Tue,0.26,40,14,active,0
9486,app,reminder,Android,3,Tue,0.53,74,27,active,0
9487,app,promo,Android,20,Mon,0.74,52,5,inactive,1
9488,app,informative,Android,8,Mon,0.41,4,9,new,0
9489,app,informative,iOS,4,Wed,0.61,3,2,active,1
9490,app,informative,Android,9,Sun,0.6,13,9,new,1
9491,web,informative,iOS,14,Fri,0.9,21,28,active,1
9492,app,reminder,Android,7,Fri,0.18,8,15,active,0
9493,app,promo,Android,22,Tue,0.48,73,3,active,1
9494,app,informative,Android,3,Tue,0.63,1,0,new,1
9495,app,promo,iOS,4,Tue,0.52,14,21,inactive,0
9496,web,promo,iOS,6,Thu,0.45,76,17,active,0
9497,web,promo,iOS,5,Fri,0.97,36,3,inactive,1
9498,app,promo,Android,12,Mon,0.94,22,4,active,1
9499,app,informative,Android,18,Tue,0.61,36,20,active,0
9500,app,informative,Android,9,Sat,0.44,45,3,new,0
9501,web,informative,Android,14,Wed,0.76,16,18,inactive,0
9502,web,reminder,iOS,2,Sun,0.51,11,19,inactive,0
